ID,item_nr,attitude,importance,side,plausibility,university,university_short,start_date,end_date,progress,duration,language,consent,student,tuition_fee,study_continue,attention1,attention2,gender,age,comments,study,study_year,study_plan,tuition_fee2,missing_attitude,track,native_language,item,item_short
uam-2,11,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T12:43:22Z,2020-05-18T12:48:51Z,100,328,FR,1,yes,9,yes,mostly,mostly not,female,23,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-2,12,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-18T12:43:22Z,2020-05-18T12:48:51Z,100,328,FR,1,yes,9,yes,mostly,mostly not,female,23,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
uam-2,13,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-18T12:43:22Z,2020-05-18T12:48:51Z,100,328,FR,1,yes,9,yes,mostly,mostly not,female,23,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
uam-2,14,9,9,in favor,likely,Université d'Aix-Marseille,uam,2020-05-18T12:43:22Z,2020-05-18T12:48:51Z,100,328,FR,1,yes,9,yes,mostly,mostly not,female,23,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
uam-2,15,6,7,indifferent,likely,Université d'Aix-Marseille,uam,2020-05-18T12:43:22Z,2020-05-18T12:48:51Z,100,328,FR,1,yes,9,yes,mostly,mostly not,female,23,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
uam-3,1,2,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
uam-3,2,6,7,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
uam-3,3,3,8,against,likely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
uam-3,4,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
uam-3,5,6,7,in favor,likely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
uam-3,6,7,6,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
uam-3,7,1,2,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
uam-3,8,6,7,indifferent,likely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
uam-3,9,6,6,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
uam-3,10,3,7,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
uam-3,11,5,3,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-3,12,2,3,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
uam-3,13,2,3,against,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
uam-3,14,5,7,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
uam-3,15,3,8,against,likely,Université d'Aix-Marseille,uam,2020-05-18T19:10:14Z,2020-05-18T19:17:26Z,100,431,FR,1,yes,2,yes,mostly,mostly not,male,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
uam-4,1,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
uam-4,2,2,8,against,likely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
uam-4,3,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
uam-4,4,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
uam-4,5,4,2,against,likely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
uam-4,6,8,6,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
uam-4,7,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
uam-4,8,2,1,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
uam-4,9,3,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
uam-4,10,1,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
uam-4,11,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-4,12,1,7,against,likely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
uam-4,13,1,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
uam-4,14,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
uam-4,15,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-19T11:01:42Z,2020-05-19T11:08:34Z,100,411,FR,1,yes,3,yes,a great deal,mostly not,female,18,NA,Psychologie,L1,yes,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
uam-5,1,1,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
uam-5,2,4,8,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
uam-5,3,5,7,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
uam-5,4,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
uam-5,5,7,7,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
uam-5,6,4,7,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
uam-5,7,5,5,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
uam-5,8,5,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
uam-5,9,9,9,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
uam-5,10,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
uam-5,11,5,5,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-5,12,1,2,against,likely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
uam-5,13,5,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
uam-5,14,2,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
uam-5,15,1,8,against,unlikely,Université d'Aix-Marseille,uam,2020-05-19T13:23:55Z,2020-05-19T13:30:44Z,100,408,EN,1,yes,1,yes,a great deal,mostly not,female,20,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
uam-6,1,1,7,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
uam-6,2,6,6,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
uam-6,3,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
uam-6,4,1,1,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
uam-6,5,8,7,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
uam-6,6,1,1,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
uam-6,7,1,2,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
uam-6,8,3,2,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
uam-6,9,5,4,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
uam-6,10,1,4,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
uam-6,11,1,1,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-6,12,1,4,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
uam-6,13,1,8,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
uam-6,14,1,4,against,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
uam-6,15,9,5,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-25T20:06:50Z,2020-05-25T20:27:50Z,100,1259,FR,1,yes,3,yes,a great deal,mostly not,female,20,NA,Psychologie,2,yes,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
uam-7,1,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
uam-7,2,5,5,indifferent,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
uam-7,3,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
uam-7,4,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
uam-7,5,6,7,in favor,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
uam-7,6,4,5,against,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
uam-7,7,1,6,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
uam-7,8,5,9,in favor,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
uam-7,9,1,4,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
uam-7,10,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
uam-7,11,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-7,12,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
uam-7,13,3,7,against,unlikely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
uam-7,14,4,6,indifferent,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
uam-7,15,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-26T12:49:26Z,2020-05-26T13:00:01Z,100,635,FR,1,yes,5,yes,a great deal,mostly not,female,18,NA,Psychologie,1,yes,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
uam-8,1,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
uam-8,2,4,2,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
uam-8,3,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
uam-8,4,1,9,against,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
uam-8,5,1,8,against,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
uam-8,6,6,7,indifferent,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
uam-8,7,1,7,against,likely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
uam-8,8,8,6,in favor,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
uam-8,9,1,8,against,likely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
uam-8,10,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
uam-8,11,1,1,against,unlikely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
uam-8,12,1,9,against,likely,Université d'Aix-Marseille,uam,2020-05-28T15:40:27Z,2020-05-28T15:47:38Z,100,430,FR,1,yes,2,yes,a great deal,mostly not,female,22,NA,Psychologie (PSTO),4,yes,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
